customer_id,days_active_last_30,support_tickets_last_30,storage_used_gb
CUST-01861,10,2,48.0
CUST-01862,5,0,62.2
CUST-01863,28,3,61.9
CUST-01864,4,1,23.8
CUST-01865,5,0,69.6
CUST-01866,21,1,25.1
CUST-01867,2,8,65.5
CUST-01868,24,2,66.9
CUST-01869,21,2,33.6
CUST-01870,21,5,43.8
CUST-01871,17,0,33.4
CUST-01872,2,8,46.8
CUST-01873,7,1,45.4
CUST-01874,21,2,61.7
CUST-01875,11,0,69.7
CUST-01876,5,8,70.9
CUST-01877,21,5,41.6
CUST-01878,20,0,46.9
CUST-01879,20,1,24.7
CUST-01880,18,0,37.9
CUST-01881,1,2,64.5
CUST-01882,9,2,74.2
CUST-01883,8,0,31.5
CUST-01884,26,3,41.1
CUST-01885,3,1,49.6
CUST-01886,6,0,54.2
CUST-01887,20,2,37.9
CUST-01888,23,3,56.4
CUST-01889,3,5,42.9
CUST-01890,5,0,49.8
CUST-01891,14,2,58.2
CUST-01892,10,1,50.1
CUST-01893,17,2,43.5
CUST-01894,5,1,48.4
CUST-01895,9,0,48.7
CUST-01896,11,0,44.4
CUST-01897,17,1,46.1
CUST-01898,5,2,74.0
CUST-01899,16,2,58.4
CUST-01900,10,2,45.6
CUST-01901,8,1,60.5
CUST-01902,15,1,45.0
CUST-01903,11,0,67.6
CUST-01904,0,0,55.5
CUST-01905,10,1,48.4
CUST-01906,15,1,56.7
CUST-01907,7,2,26.4
CUST-01908,26,0,33.1
CUST-01909,8,1,32.1
CUST-01910,5,0,52.1
CUST-01911,4,1,76.0
CUST-01912,20,1,83.5
CUST-01913,23,2,59.6
CUST-01914,16,0,57.5
CUST-01915,1,8,23.0
CUST-01916,9,0,41.9
CUST-01917,5,1,38.2
CUST-01918,5,5,40.7
CUST-01919,13,2,47.5
CUST-01920,20,0,42.9
CUST-01921,13,2,20.3
CUST-01922,14,2,61.2
CUST-01923,25,0,33.9
CUST-01924,6,0,53.6
CUST-01925,19,0,81.1
CUST-01926,14,0,36.2
CUST-01927,19,1,12.0
CUST-01928,3,0,45.7
CUST-01929,16,2,66.5
CUST-01930,4,2,79.4
CUST-01931,11,0,31.6
CUST-01932,13,1,57.5
CUST-01933,22,3,43.0
CUST-01934,14,2,48.4
CUST-01935,6,0,89.7
CUST-01936,8,1,27.5
CUST-01937,5,2,53.8
CUST-01938,25,1,57.0
CUST-01939,4,1,66.3
CUST-01940,7,2,51.5
CUST-01941,18,5,54.6
CUST-01942,7,2,44.1
CUST-01943,6,1,54.0
CUST-01944,20,2,44.9
CUST-01945,20,2,59.3
CUST-01946,24,1,44.5
CUST-01947,0,2,55.7
CUST-01948,14,1,49.6
CUST-01949,13,2,66.9
CUST-01950,5,5,49.2
CUST-01951,13,1,23.4
CUST-01952,7,0,68.9
CUST-01953,26,1,36.4
CUST-01954,20,1,40.2
CUST-01955,10,1,41.1
CUST-01956,5,0,70.6
CUST-01957,12,1,18.0
CUST-01958,24,5,97.1
CUST-01959,27,0,65.8
CUST-01960,19,2,53.3
CUST-01961,12,8,49.2
CUST-01962,24,2,54.3
CUST-01963,19,0,57.8
CUST-01964,29,1,59.7
CUST-01965,27,2,58.3
CUST-01966,10,1,51.3
CUST-01967,15,1,47.0
CUST-01968,11,0,47.7
CUST-01969,1,2,47.1
CUST-01970,18,2,67.0
CUST-01971,14,2,58.9
CUST-01972,25,2,5.9
CUST-01973,16,0,59.8
CUST-01974,18,0,52.9
CUST-01975,12,1,49.7
CUST-01976,12,2,44.2
CUST-01977,19,0,66.9
CUST-01978,22,3,64.2
CUST-01979,18,2,38.4
CUST-01980,17,2,56.1
CUST-01981,4,1,35.4
CUST-01982,2,0,29.3
CUST-01983,10,0,40.6
CUST-01984,18,0,62.9
CUST-01985,17,1,64.3
CUST-01986,12,2,57.7
CUST-01987,24,1,60.9
CUST-01988,19,2,57.7
CUST-01989,1,0,40.4
CUST-01990,29,0,56.5
CUST-01991,25,1,62.0
CUST-01992,23,1,61.3
CUST-01993,20,0,67.8
CUST-01994,22,2,60.6
CUST-01995,15,1,55.3
CUST-01996,5,1,66.1
CUST-01997,14,1,49.6
CUST-01998,8,2,36.8
CUST-01999,3,8,47.6
CUST-02000,20,0,38.8
CUST-02001,7,2,39.9
CUST-02002,6,1,47.8
CUST-02003,26,0,38.1
CUST-02004,12,1,45.4
CUST-02005,12,0,21.6
CUST-02006,22,8,53.2
CUST-02007,17,5,50.0
CUST-02008,3,5,37.7
CUST-02009,2,5,59.9
CUST-02010,21,0,64.1
CUST-02011,2,2,25.9
CUST-02012,6,1,38.6
CUST-02013,18,0,38.5
CUST-02014,17,2,35.9
CUST-02015,9,1,62.4
CUST-02016,11,2,47.1
CUST-02017,14,0,46.0
CUST-02018,13,2,19.9
CUST-02019,17,1,59.5
CUST-02020,18,2,31.4
CUST-02021,18,1,50.9
CUST-02022,15,1,54.2
CUST-02023,15,1,70.4
CUST-02024,14,1,30.4
CUST-02025,28,1,4.7
CUST-02026,12,0,52.8
CUST-02027,17,1,77.0
CUST-02028,26,1,68.6
CUST-02029,17,0,53.1
CUST-02030,1,2,42.6
CUST-02031,22,0,62.1
CUST-02032,18,1,35.4
CUST-02033,20,2,57.1
CUST-02034,7,1,57.6
CUST-02035,13,0,65.9
CUST-02036,13,1,91.4
CUST-02037,0,2,55.9
CUST-02038,17,2,42.4
CUST-02039,9,2,49.6
CUST-02040,16,2,23.5
CUST-02041,18,1,39.6
CUST-02042,24,3,43.9
CUST-02043,14,2,42.1
CUST-02044,23,0,52.3
CUST-02045,15,1,37.7
CUST-02046,17,2,66.8
CUST-02047,21,2,50.0
CUST-02048,18,2,49.9
CUST-02049,8,0,45.1
CUST-02050,20,1,52.3
CUST-02051,2,1,62.4
CUST-02052,14,1,37.0
CUST-02053,11,0,40.1
CUST-02054,11,0,45.4
CUST-02055,25,2,29.8
CUST-02056,12,8,37.7
CUST-02057,23,3,42.9
CUST-02058,10,2,63.1
CUST-02059,17,2,53.9
CUST-02060,21,8,52.9
CUST-02061,12,1,62.8
CUST-02062,6,0,47.9
CUST-02063,22,1,55.9
CUST-02064,14,1,48.5
CUST-02065,23,2,54.0
CUST-02066,8,2,41.3
CUST-02067,25,2,13.4
CUST-02068,23,1,48.0
CUST-02069,13,1,71.3
CUST-02070,24,2,63.9
CUST-02071,21,1,64.5
CUST-02072,11,2,68.5
CUST-02073,20,1,51.3
CUST-02074,24,1,53.0
CUST-02075,22,1,40.7
CUST-02076,14,2,45.3
CUST-02077,19,2,59.2
CUST-02078,9,2,68.1
CUST-02079,9,1,47.9
CUST-02080,17,0,43.2
CUST-02081,11,0,50.0
CUST-02082,15,2,59.0
CUST-02083,9,0,28.3
CUST-02084,20,3,15.6
CUST-02085,16,8,41.7
CUST-02086,11,2,31.7
CUST-02087,0,1,42.4
CUST-02088,3,0,47.8
CUST-02089,4,1,43.2
CUST-02090,25,2,71.8
CUST-02091,7,2,54.9
CUST-02092,7,1,54.5
CUST-02093,28,1,59.3
CUST-02094,7,0,32.9
CUST-02095,5,5,65.6
CUST-02096,14,1,48.9
CUST-02097,30,2,60.1
CUST-02098,5,0,33.9
CUST-02099,2,8,26.7
CUST-02100,27,3,62.3
CUST-02101,6,2,55.6
CUST-02102,26,3,36.5
CUST-02103,17,2,37.0
CUST-02104,7,0,66.9
CUST-02105,4,1,32.2
CUST-02106,13,1,74.6
CUST-02107,5,2,36.5
CUST-02108,23,1,59.6
CUST-02109,17,0,45.1
CUST-02110,0,5,59.0
CUST-02111,13,2,41.8
CUST-02112,29,3,47.6
CUST-02113,18,2,50.6
CUST-02114,19,0,35.0
CUST-02115,12,2,61.1
CUST-02116,26,1,42.3
CUST-02117,15,2,46.6
CUST-02118,5,0,35.1
CUST-02119,22,2,11.6
CUST-02120,20,2,47.1
CUST-02121,19,1,86.2
CUST-02122,9,2,61.8
CUST-02123,1,0,49.7
CUST-02124,17,2,46.1
CUST-02125,10,0,50.3
CUST-02126,28,2,58.2
CUST-02127,13,2,32.3
CUST-02128,8,0,66.7
CUST-02129,16,1,60.7
CUST-02130,1,2,60.8
CUST-02131,20,1,56.6
CUST-02132,1,1,50.3
CUST-02133,26,2,60.1
CUST-02134,11,0,58.9
CUST-02135,10,1,44.7
CUST-02136,3,2,41.4
CUST-02137,5,8,51.5
CUST-02138,9,0,73.2
CUST-02139,0,2,31.4
CUST-02140,2,8,28.0
CUST-02141,27,1,52.5
CUST-02142,7,2,50.8
CUST-02143,6,2,52.6
CUST-02144,6,1,53.7
CUST-02145,6,0,46.7
CUST-02146,2,2,72.3
CUST-02147,28,0,26.0
CUST-02148,15,2,37.6
CUST-02149,9,2,48.5
CUST-02150,16,2,25.4
CUST-02151,13,0,47.4
CUST-02152,18,0,74.9
CUST-02153,9,2,50.3
CUST-02154,7,1,53.5
CUST-02155,1,5,31.1
CUST-02156,17,2,40.8
CUST-02157,14,1,44.4
CUST-02158,27,2,45.2
CUST-02159,20,8,69.2
CUST-02160,6,2,58.4
CUST-02161,3,2,33.3
CUST-02162,12,2,53.7
CUST-02163,28,2,57.5
CUST-02164,20,8,67.1
CUST-02165,14,2,73.7
CUST-02166,15,0,34.8
CUST-02167,13,1,37.8
CUST-02168,15,1,31.1
CUST-02169,10,1,46.5
CUST-02170,6,0,57.0
CUST-02171,5,1,64.8
CUST-02172,8,2,48.9
CUST-02173,8,0,45.2
CUST-02174,5,2,52.3
CUST-02175,20,3,37.5
CUST-02176,5,2,81.3
CUST-02177,20,8,25.9
CUST-02178,30,0,52.8
CUST-02179,9,0,80.4
CUST-02180,5,2,50.1
CUST-02181,25,0,47.1
CUST-02182,10,2,44.6
CUST-02183,13,2,47.3
CUST-02184,20,2,70.6
CUST-02185,8,1,16.8
CUST-02186,24,8,73.0
CUST-02187,16,1,28.6
CUST-02188,2,0,46.0
CUST-02189,24,1,43.6
CUST-02190,1,2,58.8
CUST-02191,0,1,26.0
CUST-02192,8,1,56.9
CUST-02193,29,2,80.4
CUST-02194,16,2,29.6
CUST-02195,3,8,52.8
CUST-02196,18,0,40.1
CUST-02197,10,2,56.4
CUST-02198,5,2,50.3
CUST-02199,6,1,40.4
CUST-02200,28,3,57.3
CUST-02201,16,5,77.1
CUST-02202,21,1,47.1
CUST-02203,20,1,60.8
CUST-02204,1,8,30.6
CUST-02205,12,8,35.7
CUST-02206,24,2,57.1
CUST-02207,8,1,72.3
CUST-02208,6,2,55.3
CUST-02209,14,2,45.3
CUST-02210,4,1,50.0
CUST-02211,6,1,31.2
CUST-02212,18,2,59.1
CUST-02213,3,0,63.2
CUST-02214,5,0,43.2
CUST-02215,4,8,42.9
CUST-02216,20,2,54.0
CUST-02217,22,0,43.4
CUST-02218,15,2,49.0
CUST-02219,18,0,81.5
CUST-02220,22,0,46.3
CUST-02221,7,0,44.6
CUST-02222,29,0,40.3
CUST-02223,21,0,61.2
CUST-02224,10,1,47.3
CUST-02225,8,0,40.3
CUST-02226,0,5,69.8
CUST-02227,10,8,71.3
CUST-02228,13,2,41.0
CUST-02229,15,1,22.0
CUST-02230,15,2,65.1
CUST-02231,10,1,39.7
CUST-02232,6,2,61.9
CUST-02233,17,5,20.4
CUST-02234,4,5,63.4
CUST-02235,22,3,31.8
CUST-02236,6,1,61.0
CUST-02237,22,1,50.2
CUST-02238,6,0,35.7
CUST-02239,9,1,43.9
CUST-02240,2,1,60.3
CUST-02241,11,1,51.6
CUST-02242,21,0,58.8
CUST-02243,29,2,79.6
CUST-02244,9,0,26.5
CUST-02245,16,1,74.3
CUST-02246,9,2,51.6
CUST-02247,19,2,36.5
CUST-02248,21,1,30.0
CUST-02249,14,1,47.2
CUST-02250,18,0,63.8
CUST-02251,6,2,48.1
CUST-02252,24,1,72.7
CUST-02253,8,2,28.2
CUST-02254,5,0,49.8
CUST-02255,26,0,31.2
CUST-02256,12,8,55.5
CUST-02257,6,2,63.3
CUST-02258,11,2,43.7
CUST-02259,3,1,10.9
CUST-02260,7,2,53.0
CUST-02261,18,0,56.6
CUST-02262,21,2,56.1
CUST-02263,19,1,68.5
CUST-02264,26,0,33.9
CUST-02265,7,0,60.2
CUST-02266,11,2,67.9
CUST-02267,14,1,23.3
CUST-02268,17,1,54.8
CUST-02269,16,5,42.4
CUST-02270,19,2,48.8
CUST-02271,11,1,55.2
CUST-02272,18,0,42.7
CUST-02273,9,1,39.9
CUST-02274,20,5,50.5
CUST-02275,4,2,33.7
CUST-02276,25,8,33.7
CUST-02277,13,5,60.2
CUST-02278,30,1,32.8
CUST-02279,7,2,60.0
CUST-02280,17,2,56.9
CUST-02281,9,0,24.1
CUST-02282,27,2,39.8
CUST-02283,6,1,67.9
CUST-02284,13,0,35.3
CUST-02285,23,0,43.0
CUST-02286,25,2,56.9
CUST-02287,13,2,61.8
CUST-02288,17,2,46.2
CUST-02289,20,1,41.0
CUST-02290,13,2,71.3
CUST-02291,23,2,76.1
CUST-02292,20,1,64.7
CUST-02293,17,1,51.3
CUST-02294,13,0,37.9
CUST-02295,4,1,37.5
CUST-02296,14,2,57.8
CUST-02297,22,1,56.3
CUST-02298,17,1,71.0
CUST-02299,1,1,59.8
CUST-02300,8,2,27.5
CUST-02301,6,1,65.8
CUST-02302,23,1,35.0
CUST-02303,8,1,44.2
CUST-02304,11,1,53.8
CUST-02305,18,2,79.9
CUST-02306,3,1,96.6
CUST-02307,22,2,59.1
CUST-02308,2,1,47.3
CUST-02309,16,0,58.0
CUST-02310,3,5,63.3
CUST-02311,1,2,45.2
CUST-02312,10,1,76.9
CUST-02313,9,1,53.5
CUST-02314,9,1,57.5
CUST-02315,18,1,60.0
CUST-02316,13,0,56.3
CUST-02317,21,1,62.6
CUST-02318,2,8,40.7
CUST-02319,3,5,41.6
CUST-02320,22,1,33.5
CUST-02321,11,1,56.6
CUST-02322,12,1,61.7
CUST-02323,16,1,56.9
CUST-02324,12,5,75.1
CUST-02325,11,0,49.9
CUST-02326,16,1,60.0
CUST-02327,10,2,33.6
CUST-02328,20,2,44.2
CUST-02329,16,2,60.4
CUST-02330,11,2,62.7
CUST-02331,19,0,45.6
CUST-02332,3,8,48.9
CUST-02333,17,8,27.2
CUST-02334,18,0,44.6
CUST-02335,4,8,63.4
CUST-02336,28,0,58.6
CUST-02337,13,5,57.5
CUST-02338,0,8,50.7
CUST-02339,1,0,50.1
CUST-02340,21,1,40.1
CUST-02341,18,2,60.5
CUST-02342,18,2,56.3
CUST-02343,19,1,57.4
CUST-02344,11,0,42.1
CUST-02345,22,1,17.7
CUST-02346,2,5,66.5
CUST-02347,14,5,42.8
CUST-02348,3,5,37.1
CUST-02349,15,0,60.4
CUST-02350,17,8,44.1
CUST-02351,4,5,65.9
CUST-02352,20,1,59.3
CUST-02353,20,1,60.3
CUST-02354,13,2,29.5
CUST-02355,7,0,68.2
CUST-02356,6,1,53.9
CUST-02357,12,1,44.5
CUST-02358,3,5,52.2
CUST-02359,13,1,23.4
CUST-02360,5,8,56.1
CUST-02361,15,0,34.6
CUST-02362,7,2,29.7
CUST-02363,15,0,27.2
CUST-02364,6,0,66.7
CUST-02365,5,0,40.6
CUST-02366,0,0,73.0
CUST-02367,7,2,42.0
CUST-02368,12,0,24.4
CUST-02369,17,2,33.3
CUST-02370,11,2,68.5
CUST-02371,15,1,47.7
CUST-02372,21,1,41.8
CUST-02373,22,1,52.4
CUST-02374,19,0,57.5
CUST-02375,25,8,66.8
CUST-02376,11,0,71.7
CUST-02377,5,8,44.6
CUST-02378,5,2,30.1
CUST-02379,20,2,43.8
CUST-02380,10,0,53.9
CUST-02381,16,0,35.5
CUST-02382,19,1,35.6
CUST-02383,4,0,55.2
CUST-02384,14,1,49.3
CUST-02385,19,2,50.5
CUST-02386,3,8,38.6
CUST-02387,20,3,46.5
CUST-02388,18,0,36.1
CUST-02389,20,0,63.4
CUST-02390,18,2,65.5
CUST-02391,5,8,22.3
CUST-02392,17,2,36.1
CUST-02393,16,2,27.6
CUST-02394,1,1,40.2
CUST-02395,11,2,48.7
CUST-02396,15,0,28.3
CUST-02397,29,2,36.2
CUST-02398,30,3,34.9
CUST-02399,13,1,53.1
CUST-02400,23,2,51.0
CUST-02401,14,0,39.2
CUST-02402,12,2,52.7
CUST-02403,13,2,41.8
CUST-02404,13,0,45.9
CUST-02405,10,2,75.1
CUST-02406,18,1,70.1
CUST-02407,16,5,30.5
CUST-02408,0,2,62.4
CUST-02409,22,3,62.2
CUST-02410,6,1,32.8
CUST-02411,16,2,62.3
CUST-02412,1,5,73.1
CUST-02413,20,1,33.2
CUST-02414,18,1,36.2
CUST-02415,9,0,65.3
CUST-02416,5,0,54.1
CUST-02417,14,2,58.3
CUST-02418,15,1,55.1
CUST-02419,23,3,55.9
CUST-02420,20,2,30.1
CUST-02421,12,2,65.7
CUST-02422,18,8,67.5
CUST-02423,20,1,46.6
CUST-02424,12,0,49.3
CUST-02425,16,1,27.0
CUST-02426,10,1,57.7
CUST-02427,17,1,58.6
CUST-02428,13,0,49.1
CUST-02429,17,1,66.9
CUST-02430,22,2,45.0
CUST-02431,20,1,58.5
CUST-02432,26,2,34.7
CUST-02433,30,1,49.6
CUST-02434,1,2,47.4
CUST-02435,23,2,53.4
CUST-02436,16,0,44.5
CUST-02437,13,2,48.0
CUST-02438,15,1,62.4
CUST-02439,1,5,43.4
CUST-02440,3,1,25.9
CUST-02441,16,1,76.2
CUST-02442,11,0,70.7
CUST-02443,8,0,30.6
CUST-02444,16,1,60.3
CUST-02445,9,1,42.5
CUST-02446,20,2,54.0
CUST-02447,21,1,54.4
CUST-02448,12,0,46.5
CUST-02449,25,1,38.2
CUST-02450,2,1,39.6
CUST-02451,1,2,36.3
CUST-02452,11,1,37.5
CUST-02453,18,2,49.0
CUST-02454,19,2,39.3
CUST-02455,30,3,60.2
CUST-02456,18,1,72.3
CUST-02457,15,5,41.3
CUST-02458,12,1,53.6
CUST-02459,30,1,57.5
CUST-02460,7,2,57.1
CUST-02461,15,0,51.1
CUST-02462,18,1,61.1
CUST-02463,17,1,57.2
CUST-02464,12,2,31.4
CUST-02465,7,0,63.0
CUST-02466,6,1,63.3
CUST-02467,18,2,38.6
CUST-02468,12,1,50.6
CUST-02469,14,1,60.2
CUST-02470,4,8,46.9
CUST-02471,15,5,66.1
CUST-02472,13,8,85.5
CUST-02473,20,0,38.2
CUST-02474,24,1,29.3
CUST-02475,9,1,54.6
CUST-02476,15,1,60.8
CUST-02477,17,2,46.5
CUST-02478,5,0,71.8
CUST-02479,19,1,29.9
CUST-02480,14,0,60.4
CUST-02481,0,2,40.9
CUST-02482,21,1,75.8
CUST-02483,1,2,79.9
CUST-02484,18,2,38.5
CUST-02485,26,3,41.8
CUST-02486,15,2,62.9
CUST-02487,20,1,44.2
CUST-02488,21,1,49.3
CUST-02489,17,0,50.4
CUST-02490,4,2,21.2
CUST-02491,3,1,49.8
CUST-02492,15,0,39.7
CUST-02493,17,2,42.6
CUST-02494,9,2,71.7
CUST-02495,14,2,31.2
CUST-02496,26,0,62.2
CUST-02497,5,1,45.8
CUST-02498,16,1,45.8
CUST-02499,4,2,61.9
CUST-02500,22,1,55.1
CUST-02501,0,1,58.6
CUST-02502,8,1,64.5
CUST-02503,23,8,45.0
CUST-02504,20,2,40.8
CUST-02505,18,2,33.7
CUST-02506,14,1,37.6
CUST-02507,11,5,94.2
CUST-02508,20,2,68.7
CUST-02509,20,1,29.7
CUST-02510,5,8,30.2
CUST-02511,8,2,57.2
CUST-02512,5,1,58.2
CUST-02513,22,1,58.2
CUST-02514,4,1,46.2
CUST-02515,8,0,48.1
CUST-02516,1,2,54.9
CUST-02517,18,2,51.3
CUST-02518,0,5,16.7
CUST-02519,18,1,46.6
CUST-02520,1,5,37.2
CUST-02521,16,2,52.6
CUST-02522,5,0,94.8
CUST-02523,13,0,55.5
CUST-02524,10,1,45.3
CUST-02525,23,1,63.8
CUST-02526,4,5,57.2
CUST-02527,24,1,56.3
CUST-02528,22,1,59.1
CUST-02529,28,1,80.8
CUST-02530,11,0,33.0
CUST-02531,7,2,57.1
CUST-02532,0,8,36.1
CUST-02533,14,2,58.3
CUST-02534,11,0,36.2
CUST-02535,17,1,43.7
CUST-02536,12,2,45.6
CUST-02537,7,2,64.6
CUST-02538,5,2,63.8
CUST-02539,26,3,31.3
CUST-02540,16,2,50.8
CUST-02541,8,2,39.4
CUST-02542,12,1,31.1
CUST-02543,18,1,46.7
CUST-02544,25,0,45.4
CUST-02545,12,2,86.4
CUST-02546,20,2,56.5
CUST-02547,14,8,29.3
CUST-02548,17,2,41.5
CUST-02549,21,5,65.3
CUST-02550,19,1,81.3
CUST-02551,15,2,26.2
CUST-02552,18,1,21.8
CUST-02553,14,1,78.1
CUST-02554,1,5,55.8
CUST-02555,4,2,37.0
CUST-02556,10,2,58.0
CUST-02557,25,2,10.5
CUST-02558,14,2,50.1
CUST-02559,11,2,54.9
CUST-02560,2,8,63.9
CUST-02561,20,2,34.8
CUST-02562,13,2,51.3
CUST-02563,5,2,36.1
CUST-02564,10,2,53.8
CUST-02565,10,2,36.6
CUST-02566,10,0,43.9
CUST-02567,26,0,35.1
CUST-02568,10,8,59.8
CUST-02569,13,2,62.9
CUST-02570,5,0,46.5
CUST-02571,11,2,50.6
CUST-02572,12,2,28.3
CUST-02573,13,1,45.5
CUST-02574,5,0,49.2
CUST-02575,0,2,89.3
CUST-02576,5,5,33.3
CUST-02577,17,1,72.0
CUST-02578,16,5,65.0
CUST-02579,26,2,54.2
CUST-02580,5,1,76.4
CUST-02581,3,1,55.6
CUST-02582,2,2,55.8
CUST-02583,9,1,49.2
CUST-02584,27,3,68.4
CUST-02585,17,1,66.4
CUST-02586,6,1,40.6
CUST-02587,20,1,30.2
CUST-02588,1,2,47.0
CUST-02589,8,0,38.0
CUST-02590,14,0,49.0
CUST-02591,14,1,68.6
CUST-02592,14,2,43.1
CUST-02593,12,2,49.4
CUST-02594,12,0,50.9
CUST-02595,7,1,62.7
CUST-02596,16,2,16.3
CUST-02597,3,2,40.9
CUST-02598,7,0,53.2
CUST-02599,20,2,68.0
CUST-02600,24,1,42.6
CUST-02601,12,1,21.9
CUST-02602,20,5,59.3
CUST-02603,14,2,40.5
CUST-02604,4,1,32.2
CUST-02605,7,1,40.6
CUST-02606,6,0,47.2
CUST-02607,24,1,40.9
CUST-02608,11,1,16.9
CUST-02609,14,1,63.5
CUST-02610,21,2,69.1
CUST-02611,4,8,59.8
CUST-02612,12,1,32.9
CUST-02613,13,1,47.0
CUST-02614,11,0,49.9
CUST-02615,4,8,59.0
CUST-02616,10,2,60.0
CUST-02617,15,2,39.0
CUST-02618,14,0,51.2
CUST-02619,7,1,56.9
CUST-02620,14,2,71.8
CUST-02621,20,1,60.6
CUST-02622,6,2,61.8
CUST-02623,23,1,51.3
CUST-02624,17,1,71.2
CUST-02625,22,2,56.1
CUST-02626,12,2,37.1
CUST-02627,9,1,71.1
CUST-02628,0,8,60.5
CUST-02629,10,2,43.4
CUST-02630,15,2,42.8
CUST-02631,17,2,54.4
CUST-02632,13,2,56.9
CUST-02633,19,2,53.0
CUST-02634,17,1,54.7
CUST-02635,29,2,75.5
CUST-02636,29,3,66.1
CUST-02637,20,1,52.9
CUST-02638,14,2,64.1
CUST-02639,3,8,34.5
CUST-02640,12,2,56.0
CUST-02641,11,2,77.1
CUST-02642,21,3,46.7
CUST-02643,24,2,37.3
CUST-02644,4,5,40.2
CUST-02645,21,0,33.7
CUST-02646,11,0,38.2
CUST-02647,8,1,44.4
CUST-02648,25,5,28.9
CUST-02649,5,1,50.2
CUST-02650,10,2,63.5
CUST-02651,6,2,36.4
CUST-02652,18,1,72.8
CUST-02653,7,1,57.7
CUST-02654,10,5,65.5
CUST-02655,5,2,40.1
CUST-02656,0,1,62.8
CUST-02657,1,5,33.6
CUST-02658,24,3,63.4
CUST-02659,21,2,52.6
CUST-02660,6,2,58.3
CUST-02661,8,2,32.4
CUST-02662,2,1,36.6
CUST-02663,11,1,59.0
CUST-02664,23,3,35.8
CUST-02665,7,1,56.9
CUST-02666,17,2,29.5
CUST-02667,6,0,62.7
CUST-02668,3,2,31.5
CUST-02669,20,1,58.3
CUST-02670,25,1,59.4
CUST-02671,8,0,39.5
CUST-02672,6,2,58.7
CUST-02673,25,8,53.9
CUST-02674,18,0,41.9
CUST-02675,20,2,34.9
CUST-02676,7,2,20.6
CUST-02677,4,0,55.2
CUST-02678,25,3,26.5
CUST-02679,14,2,51.4
CUST-02680,4,1,46.0
CUST-02681,3,1,60.2
CUST-02682,9,1,45.5
CUST-02683,18,1,45.1
CUST-02684,12,2,61.0
CUST-02685,23,8,55.0
CUST-02686,17,1,54.7
CUST-02687,10,8,57.0
CUST-02688,13,2,27.0
CUST-02689,20,5,61.4
CUST-02690,12,2,59.2
CUST-02691,0,2,34.7
CUST-02692,5,0,46.3
CUST-02693,8,2,49.4
CUST-02694,18,8,48.0
CUST-02695,19,1,55.0
CUST-02696,12,5,71.5
CUST-02697,19,1,66.2
CUST-02698,12,2,30.3
CUST-02699,20,1,59.3
CUST-02700,10,1,69.9
CUST-02701,21,1,55.8
CUST-02702,3,8,66.4
CUST-02703,10,1,80.2
CUST-02704,30,0,65.4
CUST-02705,21,1,53.7
CUST-02706,2,2,65.7
CUST-02707,20,0,52.2
CUST-02708,16,1,50.4
CUST-02709,5,0,44.7
CUST-02710,4,1,73.5
CUST-02711,29,0,37.7
CUST-02712,22,1,73.0
CUST-02713,23,3,57.5
CUST-02714,14,1,29.0
CUST-02715,13,0,55.5
CUST-02716,4,5,18.5
CUST-02717,16,1,59.4
CUST-02718,22,1,63.3
CUST-02719,17,0,41.1
CUST-02720,14,1,51.9
CUST-02721,12,1,79.3
CUST-02722,12,5,42.4
CUST-02723,3,2,34.1
CUST-02724,13,1,72.2
CUST-02725,1,2,79.4
CUST-02726,11,1,50.1
CUST-02727,8,0,65.2
CUST-02728,25,2,70.1
CUST-02729,2,2,38.9
CUST-02730,26,2,42.7
CUST-02731,29,0,68.5
CUST-02732,25,8,75.3
CUST-02733,12,1,58.4
CUST-02734,23,1,36.8
CUST-02735,10,0,79.8
CUST-02736,5,1,42.0
CUST-02737,13,2,45.0
CUST-02738,5,2,55.1
CUST-02739,20,1,73.3
CUST-02740,11,0,62.8
CUST-02741,16,2,56.2
CUST-02742,20,0,56.9
CUST-02743,19,5,50.7
CUST-02744,9,2,58.4
CUST-02745,16,2,12.1
CUST-02746,6,1,45.6
CUST-02747,8,2,53.6
CUST-02748,22,0,32.7
CUST-02749,19,2,55.8
CUST-02750,18,8,46.9
CUST-02751,18,2,76.3
CUST-02752,5,0,73.6
CUST-02753,3,1,43.0
CUST-02754,12,2,47.7
CUST-02755,20,0,48.9
CUST-02756,23,1,43.2
CUST-02757,11,2,52.9
CUST-02758,23,1,38.6
CUST-02759,28,2,33.0
CUST-02760,6,1,59.3
CUST-02761,18,2,59.4
CUST-02762,5,0,37.9
CUST-02763,27,1,63.4
CUST-02764,21,8,40.5
CUST-02765,0,0,53.8
CUST-02766,19,2,62.3
CUST-02767,23,3,49.5
CUST-02768,3,1,56.8
CUST-02769,12,1,42.3
CUST-02770,1,5,47.1
CUST-02771,4,3,46.9
CUST-02772,12,2,38.8
CUST-02773,27,3,47.3
CUST-02774,4,0,26.8
CUST-02775,12,0,42.6
CUST-02776,27,1,45.7
CUST-02777,5,0,46.2
CUST-02778,15,1,46.4
CUST-02779,1,8,49.1
CUST-02780,2,8,57.2
CUST-02781,3,1,63.1
CUST-02782,24,2,40.3
CUST-02783,0,8,32.0
CUST-02784,13,0,34.4
CUST-02785,12,8,42.7
CUST-02786,12,0,44.7
CUST-02787,1,5,38.5
CUST-02788,7,1,30.6
CUST-02789,5,8,43.2
CUST-02790,24,3,52.7
CUST-02791,0,2,58.9
